origin,destination,distance_km,time_of_day,day_of_week,traffic_level,avg_historical_eta_min,num_past_trips,on_time_ratio,eta_min
11,9,30.305922896479192,17,5,2,102.11883779197632,185,0.97,94.8095499554738
44,36,9.689349501539855,4,0,1,19.27211615856277,96,0.8799999999999999,18.430489938278527
5,48,40.88457681062416,14,5,0,65.00647712889243,5,0.94,67.78176679187797
21,11,18.320268718481675,21,4,1,32.86656208095612,90,0.73,34.44363573660073
11,13,23.581986938362014,10,3,2,54.33289790598609,48,0.7899999999999999,62.67329706540868
6,24,19.978023660711624,0,2,1,38.17800321561991,52,0.82,43.42335260699219
21,36,26.547630115620247,18,2,1,68.64420718995927,139,0.8799999999999999,68.23790077448078
26,47,24.526980972607543,17,2,0,49.7407174124481,37,0.9099999999999999,48.58983826947625
9,39,14.45461613045969,17,6,0,30.441421570748112,67,0.97,28.246244264266288
4,39,21.803245837198176,15,0,2,56.51401321001768,81,0.97,53.18760001836189
7,22,45.508520342860706,3,4,2,102.66722189349377,16,0.76,112.67940629404991
32,32,25.641812687483007,2,6,0,36.154955889351044,141,0.76,39.02448486543727
43,11,45.9029341106964,19,3,1,82.34986379458934,153,0.73,93.27862688502088
9,23,27.956225343080266,20,4,2,64.41114319045694,113,0.7899999999999999,68.9430352361785
16,10,38.67204736994378,1,4,2,83.53162231907858,10,0.7,97.4494198174808
17,2,15.385974173325932,13,3,1,28.202490659706434,158,0.76,24.720302453500658
18,42,39.73026101217599,12,4,2,89.63146884346904,91,0.76,100.22249976161339
12,40,13.951759036264294,8,6,0,24.485337108643833,56,0.7,27.255882587496494
3,26,1.9579486105056774,15,4,0,2.9956613740736864,189,0.8799999999999999,5.0
26,1,8.875718215706959,21,5,1,15.923038478978285,172,0.73,17.192110604009702
18,5,2.0609908765698046,19,3,0,3.091486314854707,90,0.85,5.0
17,6,47.40606945268,3,5,2,116.05005802016066,91,0.8799999999999999,120.33088986815382
13,36,49.99887400046702,11,6,1,99.4477603869289,182,0.8799999999999999,98.2200617288443
46,10,38.34928291735651,22,1,1,67.30299151996068,42,0.7,81.27133832979641
30,13,6.298280023827793,5,6,1,11.790380204605627,84,0.7899999999999999,16.945911190572843
21,43,45.048327556299824,20,4,2,103.7913466897148,116,0.7899999999999999,110.77265142572983
11,43,37.445032980039116,11,3,0,53.920847491256325,72,0.7899999999999999,58.38409491821587
40,38,17.279981254702307,12,5,1,35.717721253469676,66,0.94,39.28639033275864
44,16,25.611617678637675,6,1,1,50.94150756281034,25,0.8799999999999999,51.82820664615145
2,29,33.42620772183648,22,4,0,54.1504565093751,57,0.97,51.56139697845803
46,10,2.1784733079902905,12,4,2,4.705502345259028,74,0.7,5.0
35,43,25.575504692894864,13,6,2,58.925962812429766,168,0.7899999999999999,66.02037462728819
5,5,36.88737622949427,11,4,0,55.33106434424141,70,0.85,56.872068433511906
37,37,10.223043222920309,2,3,2,25.516715884409095,36,0.9099999999999999,19.480630388599316
6,26,22.74573810048732,18,3,2,72.38603693099085,170,0.8799999999999999,71.60420614053648
3,38,27.09397633006173,7,3,2,89.60519851878016,73,0.94,81.99806825293075
6,23,37.04270322600238,5,6,1,69.34394043907646,184,0.7899999999999999,75.60379157773188
23,8,48.258231828862264,18,5,0,99.74976519025832,26,0.94,92.48227739990017
31,37,42.56550185221028,4,0,0,66.40218288944804,9,0.9099999999999999,66.43190672540254
20,31,31.45440259126756,16,3,0,56.429198248734004,184,0.73,64.7825239086336
6,23,29.598393066905658,11,2,0,42.62168601634414,24,0.7899999999999999,42.51826135283695
10,19,30.556147960560864,19,1,1,64.3512476049412,6,0.97,58.4643811073912
42,17,27.713753490328916,1,6,0,43.233455444913105,130,0.9099999999999999,44.1805896846255
48,24,3.9087811326872544,18,6,2,11.951489191304548,66,0.82,16.078410538249564
37,13,35.21652333482205,5,6,1,65.92533168278686,99,0.7899999999999999,68.84919007020312
6,14,36.100503206350545,20,2,1,68.9880616273359,84,0.82,69.63791509264624
41,14,26.111537751084345,8,2,0,49.89914864232219,62,0.82,58.60348338564377
34,1,43.64899266472461,0,5,1,78.30629284051597,98,0.73,89.68247078432348
26,46,33.94940333507725,11,1,2,83.10813936426912,55,0.8799999999999999,83.70846044225178
8,12,18.77056823499383,1,0,1,34.40645157474369,48,0.76,36.14136007972844
49,9,1.9650233263330783,6,2,2,5.09334046185534,48,0.97,5.390013004719745
22,8,3.8989206783863235,17,4,0,8.05906904222453,28,0.94,12.8394170963481
3,49,18.238114820447528,13,3,0,29.545746009124997,107,0.97,28.28441107062612
11,24,23.64316093473546,17,1,1,58.7367047101633,111,0.82,65.28797758387638
20,17,9.176684855912827,21,3,2,22.90500540035842,8,0.9099999999999999,22.5074280095752
4,20,10.277087014708973,11,6,2,22.198507951771386,94,0.7,23.067499793547803
16,5,12.280356580187478,13,1,2,29.47285579244995,149,0.85,28.307331458344464
23,16,39.24515363923736,1,2,0,60.04508506803316,5,0.8799999999999999,56.927149463954095
47,13,38.7931042066368,6,2,0,55.862070057556984,63,0.7899999999999999,61.28698162573337
5,40,19.764010285275162,17,2,1,45.09158946585528,192,0.7,56.77953841851289
29,3,9.445854697635395,1,4,2,21.76324922335195,88,0.7899999999999999,24.10522625429907
45,21,6.434510868109992,8,2,2,18.469619995822924,8,0.73,20.236414843671547
40,39,5.269336290311488,3,4,0,8.536324790304612,107,0.97,5.582509205217917
46,41,20.172683294069234,20,0,1,36.18979382956021,85,0.73,42.52725356283603
9,26,3.231579232734851,13,4,1,6.427611093909618,46,0.8799999999999999,5.0
40,11,17.348116819190416,15,0,2,38.30464193677244,19,0.73,40.48149307103492
48,17,48.115128884515734,16,2,0,97.57748137779791,177,0.9099999999999999,98.21383215157394
16,11,25.867726164891895,5,6,2,57.1159393720813,163,0.73,64.60179491968874
25,33,41.30958818492426,1,2,2,95.17729117806549,138,0.7899999999999999,102.41465555380856
27,15,7.334031348874555,9,4,0,14.301361130305384,8,0.85,14.223203915276299
25,31,14.135860338075537,4,2,2,31.211979626470786,174,0.73,37.9356855114337
15,33,47.380775782656436,7,6,1,115.3058559446727,97,0.7899999999999999,125.65140582568661
48,47,19.794042949767157,7,6,2,64.22771056340447,97,0.9099999999999999,60.63980313033471
47,19,32.771900293967796,18,6,0,69.0176220190962,176,0.97,62.16736015583113
19,48,48.83021217896688,7,2,2,161.49127771827932,89,0.94,153.59313270981613
40,20,27.98860006020604,3,2,0,37.78461008127815,51,0.7,45.408533323808534
20,34,15.96195151220806,23,4,0,23.464068722945846,51,0.82,24.698342819477556
39,33,27.065474341651054,1,5,1,50.66656796757077,185,0.7899999999999999,54.62086675628153
29,41,3.6772227672121063,4,3,1,6.596937644378518,111,0.73,7.696646630631466
24,23,6.506123830541867,8,5,0,12.179463810774376,117,0.7899999999999999,13.111119795995473
7,39,1.3513841475612263,1,6,0,2.1892423190491863,120,0.97,5.0
33,18,44.32629203668521,21,5,1,91.62244563982833,48,0.94,90.7946574422109
16,25,33.89274101608019,8,2,0,66.09084498135637,86,0.85,66.62663596522157
11,25,15.618158491504659,18,1,0,30.455409058434086,190,0.85,31.756732982239285
10,35,11.836909541157924,3,3,0,17.755364311736887,33,0.85,12.107019502973888
49,31,34.47075345673122,12,4,2,76.11142363246253,190,0.73,86.55169507997236
6,4,46.05707117447884,3,5,2,108.32623140237425,58,0.82,111.21753427798512
40,40,15.657815461553422,5,2,1,27.479466135026257,62,0.7,29.42763924993306
43,38,16.756396359952305,9,1,2,55.41675404163428,7,0.94,60.173873963668164
2,6,42.857795534494876,20,2,0,65.57242716777716,134,0.8799999999999999,66.5781516428767
29,48,44.77541497830386,7,4,0,92.55078276015406,67,0.94,92.03787045233143
29,33,45.78779177465915,18,1,1,111.4291700628105,94,0.7899999999999999,123.51298908897127
18,5,15.364556192328044,2,2,2,36.874934861587306,118,0.85,40.93091155342912
33,25,6.895315812221096,6,1,1,13.445865833831137,128,0.85,13.252026824066778
21,41,22.55988102792856,14,6,2,49.81221730966627,191,0.73,61.886681083982694
22,14,15.49247839191787,11,3,1,29.60612620695505,113,0.82,33.837966743081964
22,46,44.30946667377995,12,5,0,67.79348401088333,39,0.8799999999999999,68.18334566633291
40,21,2.7951121483736987,16,3,2,8.023089910691866,142,0.73,9.98153927105677
32,12,32.06014301217734,1,0,1,58.76624214132107,15,0.76,65.10791101029812
19,18,45.40288692165758,16,1,2,150.15642762730596,169,0.94,143.51360883651765
46,26,48.85684797349723,20,5,2,119.60156383912123,62,0.8799999999999999,119.93978737440658
40,34,32.85639936560412,18,3,2,100.46172670027117,145,0.82,107.346997691139
46,46,47.54622489409662,6,4,2,116.39315854074854,35,0.8799999999999999,122.06952370396326
36,10,4.707313668628297,8,5,2,13.218136781508258,84,0.7,11.9523854140113
20,48,18.604638953815748,23,3,1,38.45578871753715,140,0.94,40.14145880198642
38,26,1.4270201690099507,18,4,0,2.8383431161607917,126,0.8799999999999999,5.0
17,7,49.0780048373501,22,1,1,99.53019381014602,6,0.9099999999999999,101.23373684741811
14,46,45.23359745956826,21,1,0,69.20740411313945,11,0.8799999999999999,68.47846960885438
23,18,2.3745752561618665,10,1,0,3.7755746572973683,196,0.94,5.0
48,31,1.888499872528533,3,2,1,3.3879687713161886,108,0.73,5.0
28,35,18.981505211211942,5,4,1,37.01393516186329,171,0.85,32.93257684658441
19,1,13.668360372754188,7,6,1,31.877350061337324,19,0.73,41.73728602524016
23,11,42.49968158488261,20,3,1,76.2444287632794,100,0.73,84.52133472084333
15,34,8.863735760321253,6,4,2,20.847506508275586,117,0.82,22.290441177931708
33,16,39.74182367234201,8,6,0,79.04648728428826,184,0.8799999999999999,76.1992081504073
18,1,28.168525299542498,20,4,1,50.534334387379246,143,0.73,53.883765093687344
28,2,19.492196798844404,3,1,0,27.483997486370612,127,0.76,30.026913848716006
19,41,8.140268324935558,15,1,2,17.973712461457716,62,0.73,18.811088968546176
16,8,49.88687399202388,13,4,1,103.11616854151337,198,0.94,94.94031207194064
48,5,31.281319925155298,23,2,1,60.99857385405284,68,0.85,62.72223322549288
17,28,22.52972939583172,11,1,1,46.56895066118417,59,0.94,40.01444782044082
4,6,19.185250271083852,12,4,2,46.965492663613276,146,0.8799999999999999,47.526092461459235
19,33,45.38068330091191,20,4,1,84.9526391393071,199,0.7899999999999999,91.82702994213048
27,27,41.238398601347285,23,1,2,102.93104290896282,172,0.9099999999999999,93.31243735930785
5,32,40.74810363004296,17,0,0,74.69127395386874,40,0.76,81.70349486920627
15,25,31.193725175157248,16,5,2,97.32442254649061,163,0.85,101.64938525356558
9,39,44.509872552094286,21,2,2,115.3695896550284,73,0.97,104.27399863490689
25,32,15.664640233981451,23,4,0,22.087142729913847,48,0.76,26.16019103112627
36,21,35.48160062300118,17,1,0,63.65399151766411,187,0.73,74.22337139019506
48,1,20.817939377202734,7,2,2,59.75581318832272,190,0.73,65.40621300228702
20,14,30.399941619424915,15,4,1,58.09428843472102,77,0.82,61.37711514964427
43,7,49.90949703002195,5,0,2,124.57410458693481,10,0.9099999999999999,124.41385639379261
11,1,49.2417142530906,12,2,0,67.95356566926505,45,0.73,75.22188354275471
39,14,26.118331806904962,10,5,1,49.912132082995385,110,0.82,52.14682224356554
28,11,29.119309156076405,23,5,2,64.2954346166167,16,0.73,77.1109217951543
38,4,44.96876668772775,13,2,2,105.76653924953568,49,0.82,109.23744529808866
38,16,49.296149913178894,23,0,1,98.05004217731282,34,0.8799999999999999,99.81202700404197
27,25,39.15178232867791,19,0,0,58.727673493016866,190,0.85,57.25193037293055
13,9,4.194038439972904,20,3,1,8.832644954582937,74,0.97,7.744559498109826
26,14,16.809346982849334,4,4,1,32.12266208422508,79,0.82,35.29842291847392
41,1,44.93155465609509,18,4,2,128.97153448485537,87,0.73,140.54293848566547
48,3,38.64927278667355,6,2,2,89.04792450049585,7,0.7899999999999999,95.05113214155732
46,8,37.36942048019693,13,0,2,95.067805701621,110,0.94,92.05084424386145
9,23,33.72823829293891,11,1,0,48.56866314183203,182,0.7899999999999999,53.394768779458715
30,33,21.34792863198679,6,0,1,39.963322399079274,163,0.7899999999999999,41.8097210334226
6,39,20.758824696890386,23,3,1,43.71808481165117,53,0.97,37.40884039114637
33,31,40.63769189194925,21,2,1,72.90401925415695,7,0.73,85.40804279210603
49,31,15.395234296488475,13,0,2,33.99267732664655,155,0.73,37.97656446383179
3,46,34.5567617623477,0,4,2,84.59495279422717,169,0.8799999999999999,86.56273931203272
33,13,36.584217647773876,4,2,0,52.68127341279438,184,0.7899999999999999,58.3218015900231
47,40,42.38324347871491,5,6,2,91.54780591402422,117,0.7,106.48071655314529
42,46,16.674393944643768,23,2,2,40.81891637648795,97,0.8799999999999999,44.19667578734048
20,28,37.35257407507191,9,0,2,123.53243298107783,152,0.94,116.15567865748656
6,42,6.218004981355657,1,4,1,11.39760313082492,139,0.76,16.27847690235413
46,7,7.765024718643331,14,4,2,19.381501697733754,152,0.9099999999999999,22.935385984231978
46,44,21.449465968496675,22,6,1,40.989929465797154,60,0.82,46.48255517302766
29,28,3.7060630414071167,13,4,2,9.428224377339706,181,0.94,8.459602454870714
48,11,47.43721775180158,10,2,2,104.74137679597789,12,0.73,127.63842345806124
1,4,45.19289471495866,4,4,2,106.29368836958277,23,0.82,112.82314679654095
31,36,3.397751080766314,21,5,1,6.758126899644199,132,0.8799999999999999,7.507798794613555
2,22,42.07727437272166,2,3,0,59.32895686553754,116,0.76,66.07929127820412
46,16,25.93483453041124,22,5,1,51.58438588098796,113,0.8799999999999999,48.39737815915614
34,20,35.39618153030395,5,6,2,76.45575210545654,182,0.7,93.93310552524756
45,49,44.45962729561118,3,5,1,93.63197508455715,174,0.97,85.49924057680865
28,21,29.27174986680723,8,3,2,84.02163081768346,145,0.73,99.01839708011016
5,4,6.700027913946843,0,3,1,12.803753343552417,37,0.82,17.01405571671104
2,14,1.1263519138427265,0,5,1,2.15245850735345,23,0.82,5.0
17,8,25.34915508032088,4,6,0,40.30515657771021,32,0.94,36.40410958423219
37,34,47.51237447409365,16,1,1,118.03499190599084,124,0.82,123.75661381979663
8,40,29.0584717090466,19,0,0,39.22893680721291,143,0.7,38.171741475340134
42,42,19.27401776632323,5,5,1,35.32927456567048,160,0.76,39.03897973815837
12,32,2.5151788369647545,15,1,2,5.674243456192487,25,0.76,8.734308373833702
25,38,45.83399144663181,8,6,2,151.58217651230075,58,0.94,144.00556271600738
10,21,17.030676382044067,10,0,0,23.502333407220814,70,0.73,25.15525848323969
23,31,35.53409266443971,8,6,1,82.87261091200631,128,0.73,94.04994607686135
23,6,35.01762290346178,21,4,0,53.57696304229652,14,0.8799999999999999,57.43316669067434
1,27,13.440274907068646,12,2,0,20.96682885502709,168,0.9099999999999999,20.360202716413433
28,28,4.125097816575542,12,0,2,10.49424884536818,20,0.94,15.592786106124514
39,2,19.865018554920333,20,5,1,36.41257901116897,107,0.76,38.88395140418102
46,27,16.539419678022796,15,0,0,25.80149469771556,186,0.9099999999999999,25.907389203734596
17,36,35.312563544743966,3,0,0,54.02822222345827,42,0.8799999999999999,52.939891827845656
44,19,41.169342287332114,4,5,0,66.69433450547803,139,0.97,68.34799675285812
44,27,11.89982545219206,8,4,1,31.37269982215915,112,0.9099999999999999,31.248162490618476
49,15,26.883322419045673,2,0,0,40.32498362856851,164,0.85,47.91896154902911
19,14,2.989809022019921,16,2,1,7.427582553404091,119,0.82,6.591633177463081
42,7,11.498535323739633,11,4,1,23.319029636543977,170,0.9099999999999999,27.408479998720733
28,17,38.32631866078207,1,4,1,77.72577424406605,83,0.9099999999999999,76.43558529033898
3,40,39.87651770396455,9,2,0,69.9832885704578,36,0.7,84.93472887773154
14,46,39.04381870913836,19,2,0,59.73704262498168,137,0.8799999999999999,56.31217260350936
33,32,7.9770083244252366,21,0,0,11.247581737439585,193,0.76,13.585098933624394
8,31,28.000701645952446,23,0,0,38.64096827141438,89,0.73,41.06174798827872
22,31,21.712712307725763,22,6,0,29.96354298466155,164,0.73,35.09908736062952
38,24,49.58282854295943,14,1,0,72.88675795815035,176,0.82,72.4965453966445
8,21,33.04942358385847,22,6,2,72.9731272731595,130,0.73,83.31957283901411
25,31,46.824902478390726,22,0,1,84.00387504623296,159,0.73,99.52605817521658
11,39,8.122164945413441,15,6,0,13.157907211569777,114,0.97,13.899008539611499
27,21,23.092790381911225,9,2,2,66.28554551223799,161,0.73,72.23832916633478
12,28,38.80877240518756,23,5,2,98.72951699879717,70,0.94,88.56358726920826
48,24,19.02502867348973,9,5,2,58.1709276720622,107,0.82,62.98581442327663
4,14,31.99291631152869,3,2,2,75.24733916471548,20,0.82,84.29078350306018
48,15,26.073406446309374,2,5,2,62.5761754711425,43,0.85,61.56162262466628
39,4,49.60454105168162,13,2,2,116.66988055355517,117,0.82,129.62894310543027
42,22,9.519754463209082,0,5,0,13.422853793124807,146,0.76,14.945574151657677
42,35,46.83208607117626,2,6,2,112.39700657082304,10,0.85,109.89283616692464
10,34,20.676976736361542,5,5,0,30.39515580245147,18,0.82,27.449380778165335
46,49,23.93165535248743,12,5,0,38.76928167102964,6,0.97,38.42271537501777
30,2,26.901492300808968,11,2,2,60.689766630625044,105,0.76,68.05133755749983
48,38,14.002960922245412,12,0,0,22.26470786637021,70,0.94,25.70315757734833
44,39,48.219214687928854,12,3,1,101.54966613277817,15,0.97,90.99725915321548
29,22,45.66287305650468,23,0,1,83.70004631257308,159,0.76,93.67213177276432
19,14,48.67234991035677,5,3,0,71.54835436822447,108,0.82,75.6571149448595
6,18,49.849059038266624,11,6,0,79.26000387084395,6,0.94,75.24182805091702
5,34,33.82020466386763,14,0,1,64.63041111265103,138,0.82,67.17575577600441
20,43,23.13258929448149,6,6,1,43.30420715926935,182,0.7899999999999999,45.9150100608415
40,32,42.68596117331894,4,4,2,96.29952840700753,86,0.76,107.88766701597292
25,26,2.166439013980589,1,0,0,3.3146516913903015,190,0.8799999999999999,5.0
24,32,41.885798190961665,7,5,0,76.77666808403274,86,0.76,86.35553573335899
12,4,25.367015186339327,6,0,0,37.28951232391881,20,0.82,43.03830412629267
28,30,33.98778132708747,4,4,0,45.88350479156808,28,0.7,50.43673677320291
32,3,19.328257005782874,6,3,1,36.18249711482554,18,0.7899999999999999,33.838034806536015
49,47,19.06253453947398,16,5,1,50.256466059869204,63,0.9099999999999999,52.24424367176633
36,44,2.5541404877334983,19,2,1,4.880962472058715,80,0.82,5.0
30,25,21.765682091021652,12,0,0,32.64852313653248,91,0.85,32.48955137478293
45,19,21.009355575547172,1,2,0,34.035156032386425,98,0.97,29.86681864385235
21,36,12.014763991535492,17,5,1,31.066575252913328,173,0.8799999999999999,29.28786799351218
46,32,13.118840403448605,3,6,1,24.046834459521293,7,0.76,22.434870133812797
19,35,29.622839441683073,1,1,2,71.09481466003938,180,0.85,71.51907633663642
7,26,16.57080068443565,13,2,1,32.95932256134251,51,0.8799999999999999,35.0365681435197
21,12,41.682343541847196,10,6,2,94.03536703040729,190,0.76,104.82763615762416
7,4,6.457870235996258,7,2,0,12.34099002098885,31,0.82,14.559710836280384
6,14,29.304602382177137,23,1,1,56.00109515234051,24,0.82,57.71291174013971
44,26,8.842191629816014,2,5,0,13.528553193618501,28,0.8799999999999999,16.290144315743188
39,21,26.88379071911228,1,3,0,37.09963119237495,62,0.73,40.97818750088591
11,25,28.074748460565615,14,4,2,67.37939630535747,188,0.85,63.07510629294051
42,14,32.47258663976073,10,3,1,62.055113068582756,95,0.82,66.55099090842353
4,46,21.94382241637179,19,4,1,43.6462627861635,37,0.8799999999999999,46.11957890809724
14,18,25.964259571333468,0,1,0,41.28317271842021,130,0.94,37.736028992026526
35,42,9.866678187983373,10,5,0,13.912016245056556,104,0.76,19.108036913735106
15,20,23.687752137080153,3,2,2,51.165544616093136,142,0.7,57.709564873617424
36,22,19.278489065620235,0,3,1,35.337470457281896,149,0.76,41.40970069310352
43,30,33.64042412806608,11,1,2,72.66331611662274,158,0.7,90.81556680827156
4,13,22.306264451327817,17,0,1,54.28452516875137,34,0.7899999999999999,59.031521313363534
2,11,39.18774089803079,3,3,1,70.30280717106723,101,0.73,79.86311460965359
47,19,21.873612830110915,20,0,1,46.065828620213594,127,0.97,42.592451262406385
26,40,12.552787475723974,12,6,2,27.114020947563784,113,0.7,36.81917749909718
25,8,14.410747228970646,11,6,0,22.91308809406333,194,0.94,23.083862014950974
23,22,3.218976029490192,22,2,1,5.900383062055522,192,0.76,13.01090744552217
22,33,27.456021719444593,7,2,0,51.397672658800275,163,0.7899999999999999,56.62564469557153
34,35,41.713163311115764,4,3,1,81.34066845667574,51,0.85,81.81949853066479
29,22,38.68647363406094,18,1,2,113.45968987397393,108,0.76,124.74496322406748
9,4,22.4516838505851,2,6,2,52.806360416576155,161,0.82,56.008688522573635
31,1,10.609897402081097,20,0,1,19.03415593933349,57,0.73,15.682554282588224
33,24,43.31073772157519,19,3,0,63.66678445071551,143,0.82,65.87991690916594
6,40,3.782270668208352,23,1,2,8.16970464333004,53,0.7,8.263703077772742
19,2,20.56191353492221,11,5,0,28.992298084240318,32,0.76,33.042697343154316
39,44,42.974141976813605,14,1,1,82.12358531769081,51,0.82,92.6418162827632
31,34,20.265657682805625,21,3,2,47.66482686995883,185,0.82,50.55298072775545
7,1,6.7758980670910365,3,5,0,9.35073933258563,199,0.73,5.0
2,17,14.03152551694401,7,3,1,36.992713872871185,171,0.9099999999999999,33.468452745160334
29,11,30.40144264540447,11,1,2,67.12638536105308,57,0.73,77.6903529014279
23,47,8.449759477033972,15,1,0,13.181624784172996,157,0.9099999999999999,13.181767000466966
48,28,33.09183101527543,16,4,1,88.92105912114663,47,0.94,89.76781169014566
26,16,22.469934628763042,22,0,0,34.37899998200746,29,0.8799999999999999,37.394051484894156
46,14,17.385085540205573,11,2,2,40.88972119056351,55,0.82,46.01662310850029
11,28,12.805348545635029,4,4,1,26.468655443827608,32,0.94,24.618675543498636
22,1,41.343169306978766,4,2,2,91.28571782980912,129,0.73,107.87904418858612
7,13,20.437023425706677,19,5,1,38.2581078529229,138,0.7899999999999999,38.83821852010153
29,9,37.18548401470515,11,4,1,78.31262933496906,11,0.97,75.8516469195283
10,31,22.577404439231838,15,0,1,40.503863563981916,25,0.73,45.5560826344811
25,33,5.501492157452192,13,5,0,7.922148706731156,98,0.7899999999999999,5.0
17,23,22.58479278319576,19,6,0,32.522101607801886,27,0.7899999999999999,37.07974122197959
10,7,25.876701207052434,5,1,1,52.47795004790234,166,0.9099999999999999,55.56047042196295
5,19,23.434267481175464,4,2,1,49.35256731535554,83,0.97,44.75119690387403
26,42,40.99584387566536,17,2,0,75.1453818240946,85,0.76,88.46739179504011
47,10,45.63171610310844,10,2,1,80.08366176095532,6,0.7,89.3529344421605
10,9,39.552155085340665,19,3,2,102.51918598120301,141,0.97,91.90434352771742
20,6,29.556313208337027,3,6,2,72.35385473400903,145,0.8799999999999999,72.19741721555266
12,41,27.531048067189644,6,4,2,60.78855413235474,152,0.73,68.53024753297984
40,6,32.586185476059285,23,6,1,64.81392291188192,110,0.8799999999999999,63.06669500041751
21,29,15.103684525529351,20,2,1,31.808359610764814,57,0.97,30.029931090185595
48,49,40.78049546128557,1,3,1,85.88372344146742,20,0.97,78.41332657291284
13,32,42.985560702579384,19,0,0,60.609640590636936,66,0.76,66.49637743304659
4,21,14.093640995909697,1,1,2,31.118759318968618,110,0.73,36.48654947430429
29,11,45.238092198863804,2,4,1,81.15713740476167,27,0.73,90.9752402489107
32,1,42.5879034755917,21,1,0,58.77130679631655,15,0.73,67.01342091095357
49,8,21.799851606643003,3,6,1,45.06029327093109,47,0.94,41.083210021470535
43,47,45.54100990254453,7,1,0,92.35716808236032,18,0.9099999999999999,86.78659750726105
44,8,6.901510696763898,3,1,1,14.26542261021098,7,0.94,15.91054773301499
32,1,2.371341401236118,14,5,0,3.272451133705843,99,0.73,8.872474077880344
18,40,18.045474454108664,1,0,0,24.361390513046697,150,0.7,31.886020367254524
22,21,28.706349242539904,6,2,1,51.4991905411166,102,0.73,59.995307843776224
7,18,18.220688112110444,7,1,0,37.6621623277323,22,0.94,34.032120592230854
22,36,47.16131894989662,15,4,2,115.45090878934694,71,0.8799999999999999,115.04290127871772
18,26,13.480801223702109,11,5,0,20.625625872264227,11,0.8799999999999999,23.877574461008425
2,45,14.779456286041269,4,1,0,22.169184429061904,126,0.85,15.989799660863516
11,23,32.106553014697894,11,2,2,73.97349814586396,50,0.7899999999999999,79.20228710597496
27,35,1.1893302347437018,11,3,2,2.8543925633848843,80,0.85,5.14237209951923
19,44,36.65029556537536,8,4,0,70.03871482543232,180,0.82,70.62608595461779
49,23,19.4960046715647,12,2,0,28.07424672705317,119,0.7899999999999999,31.74242015439224
24,14,48.90964551452151,7,3,0,93.4663325782506,154,0.82,99.93823368073342
47,48,34.87946205845768,8,3,1,93.72460249728165,73,0.94,85.11747226322105
33,12,3.5585327990348112,18,0,1,8.479627806820051,186,0.76,9.714817246968604
2,2,5.538762628356707,6,3,1,10.152551897777846,144,0.76,9.46667950330521
10,29,5.320237239283769,7,3,0,11.204419625931617,105,0.97,11.68500541995357
35,49,47.67849073470524,3,6,0,77.23915499022249,117,0.97,73.95620857634398
27,5,34.5185255196618,16,3,1,87.50446219234266,126,0.85,91.3264128594324
15,42,21.95269435715785,16,6,1,52.311075383671444,36,0.76,58.53906101750341
26,41,10.823651804121521,16,2,0,19.41763133659401,54,0.73,23.112465370278677
45,46,43.80834757535436,4,4,1,87.13480332737983,138,0.8799999999999999,83.94831317171958
20,21,10.876240455895681,10,6,1,19.51197537787685,90,0.73,22.261681657412723
3,13,35.627281607315055,7,1,1,86.70255251956192,157,0.7899999999999999,91.7189458071085
16,26,38.40289371572195,18,3,2,122.21336896091353,107,0.8799999999999999,125.7872533349469
46,7,15.438148353915006,8,6,2,50.09370377878342,17,0.9099999999999999,51.08374374371502
38,42,25.74082212136147,9,3,0,47.18292694845558,134,0.76,54.64514813757392
42,33,11.9264748336013,10,6,2,27.4785980166174,123,0.7899999999999999,34.96620293116209
45,24,19.567553215319407,18,2,0,37.393594194475384,76,0.82,38.54043861118722
6,26,48.29158551572043,16,6,1,124.86755266799831,159,0.8799999999999999,123.71020728849516
14,35,34.96376369806708,19,4,2,83.91303287536101,73,0.85,85.36961571284952
3,26,42.48409610333524,10,3,2,104.00106726096467,27,0.8799999999999999,99.60220536004208
1,42,27.489379001870308,19,1,0,38.760024392637135,28,0.76,38.64255442840211
41,46,12.71294736541645,20,1,0,19.450809469087172,180,0.8799999999999999,21.390396180184005
46,47,35.93111297669248,12,2,0,56.052536243640276,78,0.9099999999999999,50.68138912263794
8,31,25.527830078737754,16,5,0,45.796927161255525,85,0.73,49.24261146579953
36,37,9.665594537245875,21,3,0,15.078327478103565,64,0.9099999999999999,14.45420322705957
27,16,21.209064591292304,20,2,1,42.184829472080395,148,0.8799999999999999,41.11357736767947
4,2,32.10717073179899,6,3,0,45.27111073183657,123,0.76,53.12942946377621
45,20,37.031260977429675,17,2,1,84.48682192000581,180,0.7,99.68808528745578
43,43,12.917818998627235,10,5,2,29.76265497283715,179,0.7899999999999999,29.909475714250394
28,7,43.923869628117224,3,2,1,89.07760760582173,197,0.9099999999999999,90.10817262800472
35,27,19.598004246659222,8,3,0,39.74475261222491,69,0.9099999999999999,41.09037238455957
20,10,14.285699176744671,23,3,1,25.0714020551869,118,0.7,25.29558988560954
39,22,10.560882717232515,22,4,1,19.358098020687198,72,0.76,22.339019854916465
22,8,40.40439538574571,18,2,2,133.62541641973823,142,0.94,125.42922379801348
49,37,18.35406417333706,23,0,2,45.811744176649306,150,0.9099999999999999,42.618336209896604
4,40,24.6865523665088,13,4,0,33.326845694786876,54,0.7,44.86016224668652
9,38,11.918171354629907,18,3,2,39.415776304032036,172,0.94,38.00372512731802
